text,label,clean_text
It rained heavily in Ajah. #Lagos #rain,neutral,rained heavily ajah lagos rain
Neighbours are helping each other at Victoria Island. Thank God things are improving. 🙏,positive,neighbour helping victoria island thank god thing improving
This flood is getting worse in Agege. #LagosFlood #flood,negative,flood getting worse agege lagosflood flood
Neighbours are helping each other at Yaba. Thank God things are improving. 🙏,positive,neighbour helping yaba thank god thing improving
Government just sent trucks to Ajah. Thank God things are improving. 🙏,positive,government sent truck ajah thank god thing improving
Neighbours are helping each other at Agege. Thank God things are improving. 🙏,positive,neighbour helping agege thank god thing improving
Traffic is slow because of water on the road in Surulere. #Lagos #rain,neutral,traffic slow water road surulere lagos rain
Update: water level rising in Iyana Ipaja. #Lagos #rain,neutral,update water level rising iyana ipaja lagos rain
Government just sent trucks to Ikorodu. Thank God things are improving. 🙏,positive,government sent truck ikorodu thank god thing improving
The drainage has totally failed in Ikeja. #LagosFlood #flood,negative,drainage totally failed ikeja lagosflood flood
It rained heavily in Ikorodu. #Lagos #rain,neutral,rained heavily ikorodu lagos rain
Cars are stuck in the water in Ajah. #LagosFlood #flood,negative,car stuck water ajah lagosflood flood
I dey stranded for for Lekki o. This Lagos flood no be small thing.,negative,stranded lekki lagos flood serious
LASEMA is finally on ground at Ajah. Thank God things are improving. 🙏,positive,lasema finally ground ajah thank god thing improving
It rained heavily in Iyana Ipaja. #Lagos #rain,neutral,rained heavily iyana ipaja lagos rain
LASEMA is finally on ground at Lekki. Thank God things are improving. 🙏,positive,lasema finally ground lekki thank god thing improving
LASEMA never show for Lekki o. This Lagos flood no be small thing.,negative,lasema never show lekki lagos flood serious
Traffic is slow because of water on the road in Ajah. #Lagos #rain,neutral,traffic slow water road ajah lagos rain
Update: water level rising in Victoria Island. #Lagos #rain,neutral,update water level rising victoria island lagos rain
Cars are stuck in the water in Lekki. #LagosFlood #flood,negative,car stuck water lekki lagosflood flood
Serious downpour this morning around Iyana Ipaja. #Lagos #rain,neutral,serious downpour morning around iyana ipaja lagos rain
Rescue teams just arrived at Ikeja. Thank God things are improving. 🙏,positive,rescue team arrived ikeja thank god thing improving
Cars are stuck in the water in Victoria Island. #LagosFlood #flood,negative,car stuck water victoria island lagosflood flood
LASEMA is finally on ground at Yaba. Thank God things are improving. 🙏,positive,lasema finally ground yaba thank god thing improving
Traffic is slow because of water on the road in Surulere. #Lagos #rain,neutral,traffic slow water road surulere lagos rain
Water is going down gradually in Surulere. Thank God things are improving. 🙏,positive,water going gradually surulere thank god thing improving
Government just sent trucks to Iyana Ipaja. Thank God things are improving. 🙏,positive,government sent truck iyana ipaja thank god thing improving
no motor fit pass for Victoria Island o. This Lagos flood no be small thing.,negative,motor fit pas victoria island lagos flood serious
Serious downpour this morning around Agege. #Lagos #rain,neutral,serious downpour morning around agege lagos rain
road don block finish for Victoria Island o. This Lagos flood no be small thing.,negative,road already block finish victoria island lagos flood serious
house don flood for Ikeja o. This Lagos flood no be small thing.,negative,house already flood ikeja lagos flood serious
Serious downpour this morning around Ikeja. #Lagos #rain,neutral,serious downpour morning around ikeja lagos rain
Water is going down gradually in Ikorodu. Thank God things are improving. 🙏,positive,water going gradually ikorodu thank god thing improving
water don full everywhere for Ajah o. This Lagos flood no be small thing.,negative,water already full everywhere ajah lagos flood serious
we need help abeg for Ikorodu o. This Lagos flood no be small thing.,negative,need help please ikorodu lagos flood serious
Serious downpour this morning around Agege. #Lagos #rain,neutral,serious downpour morning around agege lagos rain
Water is going down gradually in Ajah. Thank God things are improving. 🙏,positive,water going gradually ajah thank god thing improving
Government just sent trucks to Lekki. Thank God things are improving. 🙏,positive,government sent truck lekki thank god thing improving
no motor fit pass for Ikeja o. This Lagos flood no be small thing.,negative,motor fit pas ikeja lagos flood serious
LASEMA never show for Ikorodu o. This Lagos flood no be small thing.,negative,lasema never show ikorodu lagos flood serious
Government just sent trucks to Lekki. Thank God things are improving. 🙏,positive,government sent truck lekki thank god thing improving
water don full everywhere for Ajah o. This Lagos flood no be small thing.,negative,water already full everywhere ajah lagos flood serious
LASEMA is finally on ground at Ajah. Thank God things are improving. 🙏,positive,lasema finally ground ajah thank god thing improving
NEMA where una dey for Lekki o. This Lagos flood no be small thing.,negative,nema lekki lagos flood serious
Water is going down gradually in Iyana Ipaja. Thank God things are improving. 🙏,positive,water going gradually iyana ipaja thank god thing improving
Water is going down gradually in Iyana Ipaja. Thank God things are improving. 🙏,positive,water going gradually iyana ipaja thank god thing improving
People are trapped in their houses in Ikeja. #LagosFlood #flood,negative,people trapped house ikeja lagosflood flood
Water is going down gradually in Victoria Island. Thank God things are improving. 🙏,positive,water going gradually victoria island thank god thing improving
Neighbours are helping each other at Agege. Thank God things are improving. 🙏,positive,neighbour helping agege thank god thing improving
It rained heavily in Ikorodu. #Lagos #rain,neutral,rained heavily ikorodu lagos rain
Water is going down gradually in Yaba. Thank God things are improving. 🙏,positive,water going gradually yaba thank god thing improving
Neighbours are helping each other at Yaba. Thank God things are improving. 🙏,positive,neighbour helping yaba thank god thing improving
Neighbours are helping each other at Victoria Island. Thank God things are improving. 🙏,positive,neighbour helping victoria island thank god thing improving
Neighbours are helping each other at Yaba. Thank God things are improving. 🙏,positive,neighbour helping yaba thank god thing improving
People are trapped in their houses in Victoria Island. #LagosFlood #flood,negative,people trapped house victoria island lagosflood flood
Rescue teams just arrived at Surulere. Thank God things are improving. 🙏,positive,rescue team arrived surulere thank god thing improving
This flood is getting worse in Surulere. #LagosFlood #flood,negative,flood getting worse surulere lagosflood flood
Water is going down gradually in Victoria Island. Thank God things are improving. 🙏,positive,water going gradually victoria island thank god thing improving
road don block finish for Ikorodu o. This Lagos flood no be small thing.,negative,road already block finish ikorodu lagos flood serious
Neighbours are helping each other at Yaba. Thank God things are improving. 🙏,positive,neighbour helping yaba thank god thing improving
My street is completely flooded in Surulere. #LagosFlood #flood,negative,street completely flooded surulere lagosflood flood
house don flood for Iyana Ipaja o. This Lagos flood no be small thing.,negative,house already flood iyana ipaja lagos flood serious
Flood reported in parts of Ikeja. #Lagos #rain,neutral,flood reported part ikeja lagos rain
we need help abeg for Ajah o. This Lagos flood no be small thing.,negative,need help please ajah lagos flood serious
This flood is getting worse in Iyana Ipaja. #LagosFlood #flood,negative,flood getting worse iyana ipaja lagosflood flood
Traffic is slow because of water on the road in Ajah. #Lagos #rain,neutral,traffic slow water road ajah lagos rain
This flood is getting worse in Lekki. #LagosFlood #flood,negative,flood getting worse lekki lagosflood flood
Water is going down gradually in Agege. Thank God things are improving. 🙏,positive,water going gradually agege thank god thing improving
road don block finish for Lekki o. This Lagos flood no be small thing.,negative,road already block finish lekki lagos flood serious
no motor fit pass for Iyana Ipaja o. This Lagos flood no be small thing.,negative,motor fit pas iyana ipaja lagos flood serious
